"Time (s) Run #1";"Temperature 1, Ch 2 (°C) Run #1";"Temperature 2, Ch 2 (°C) Run #1";"Temperature 3, Ch 2 (°C) Run #1";"Temperature 1, Ch 1 (°C) Run #1";"Temperature 2, Ch 1 (°C) Run #1";"Temperature 3, Ch 1 (°C) Run #1";"Time (s) Run #2";"Temperature 1, Ch 1 (°C) Run #2";"Temperature 2, Ch 1 (°C) Run #2";"Temperature 3, Ch 1 (°C) Run #2";"Force Beam 1 (N) Run #2";"Force Beam 2 (N) Run #2";"Force Beam 3 (N) Run #2";"Force Beam 4 (N) Run #2";"Normal Force (N) Run #2";"Parallel Force (N) Run #2";"Time (s) Run #3";"Temperature 1, Ch 1 (°C) Run #3";"Temperature 2, Ch 1 (°C) Run #3";"Temperature 3, Ch 1 (°C) Run #3";"Force Beam 1 (N) Run #3";"Force Beam 2 (N) Run #3";"Force Beam 3 (N) Run #3";"Force Beam 4 (N) Run #3";"Normal Force (N) Run #3";"Parallel Force (N) Run #3";"Time (s) Run #4";"Temperature 1, Ch 1 (°C) Run #4";"Temperature 2, Ch 1 (°C) Run #4";"Temperature 3, Ch 1 (°C) Run #4";"Force Beam 1 (N) Run #4";"Force Beam 2 (N) Run #4";"Force Beam 3 (N) Run #4";"Force Beam 4 (N) Run #4";"Normal Force (N) Run #4";"Parallel Force (N) Run #4";"Time (s) Run #5";"Temperature 1, Ch 2 (°C) Run #5";"Temperature 2, Ch 2 (°C) Run #5";"Temperature 3, Ch 2 (°C) Run #5";"Temperature 1, Ch 1 (°C) Run #5";"Temperature 2, Ch 1 (°C) Run #5";"Temperature 3, Ch 1 (°C) Run #5";"Time (s) Run #6";"Temperature 1, Ch 2 (°C) Run #6";"Temperature 2, Ch 2 (°C) Run #6";"Temperature 3, Ch 2 (°C) Run #6";"Temperature 1, Ch 1 (°C) Run #6";"Temperature 2, Ch 1 (°C) Run #6";"Temperature 3, Ch 1 (°C) Run #6"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;577,500;24,37;31,75;29,78;6,81;6,16;4,42
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;577,550;24,37;31,75;29,78;6,81;6,16;4,42
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;577,600;24,37;31,75;29,79;6,80;6,16;4,42
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;577,650;24,37;31,75;29,79;6,81;6,16;4,41
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;577,700;24,37;31,75;29,79;6,80;6,16;4,41
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;577,750;24,37;31,75;29,79;6,80;6,17;4,41
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;577,800;24,37;31,74;29,79;6,80;6,16;4,41
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;577,850;24,37;31,74;29,79;6,80;6,16;4,41
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;577,900;24,37;31,74;29,80;6,80;6,16;4,40
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;577,950;24,38;31,74;29,80;6,80;6,16;4,40
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;578,000;24,38;31,74;29,80;6,80;6,16;4,40
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;578,050;24,38;31,74;29,80;6,80;6,16;4,40
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;578,100;24,38;31,74;29,80;6,80;6,15;4,39
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;578,150;24,38;31,74;29,80;6,80;6,15;4,39
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;578,200;24,38;31,74;29,80;6,80;6,16;4,39
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;578,250;24,38;31,74;29,81;6,80;6,15;4,39
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;578,300;24,38;31,74;29,81;6,80;6,15;4,39
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;578,350;24,38;31,74;29,81;6,80;6,15;4,39
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;578,400;24,38;31,74;29,81;6,80;6,15;4,38
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;578,450;24,38;31,74;29,81;6,80;6,15;4,38
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;578,500;24,38;31,74;29,81;6,80;6,15;4,38
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;578,550;24,39;31,74;29,81;6,80;6,15;4,38
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;578,600;24,39;31,74;29,81;6,80;6,14;4,38
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;578,650;24,39;31,74;29,82;6,80;6,14;4,38
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;578,700;24,39;31,74;29,82;6,79;6,14;4,37
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;578,750;24,39;31,74;29,81;6,80;6,14;4,37
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;578,800;24,39;31,75;29,82;6,79;6,14;4,37
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;578,850;24,39;31,75;29,82;6,80;6,14;4,36
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;578,900;24,39;31,75;29,81;6,80;6,14;4,36
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;578,950;24,39;31,75;29,81;6,79;6,14;4,36
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;579,000;24,39;31,75;29,82;6,79;6,14;4,36
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;579,050;24,39;31,75;29,81;6,79;6,14;4,36
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;579,100;24,40;31,75;29,81;6,79;6,14;4,36
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;579,150;24,40;31,75;29,81;6,79;6,13;4,35
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;579,200;24,40;31,75;29,81;6,79;6,14;4,35
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;579,250;24,40;31,75;29,81;6,79;6,14;4,35
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;579,300;24,40;31,75;29,82;6,79;6,14;4,35
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;579,350;24,40;31,75;29,82;6,79;6,14;4,35
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;579,400;24,40;31,75;29,82;6,79;6,13;4,35
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;579,450;24,40;31,74;29,82;6,79;6,14;4,34
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;579,500;24,40;31,75;29,82;6,79;6,14;4,35
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;579,550;24,41;31,74;29,82;6,79;6,14;4,34
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;579,600;24,41;31,74;29,82;6,79;6,14;4,34
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;579,650;24,41;31,74;29,82;6,79;6,14;4,34
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;579,700;24,41;31,74;29,83;6,79;6,14;4,34
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;579,750;24,41;31,73;29,82;6,79;6,14;4,34
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;579,800;24,41;31,73;29,83;6,79;6,14;4,33
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;579,850;24,41;31,73;29,83;6,78;6,14;4,34
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;579,900;24,41;31,73;29,83;6,79;6,14;4,34
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;579,950;24,41;31,73;29,83;6,79;6,14;4,34
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;580,000;24,41;31,72;29,83;6,79;6,14;4,33
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;580,050;24,41;31,72;29,83;6,78;6,14;4,34
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;580,100;24,42;31,72;29,83;6,78;6,13;4,34
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;580,150;24,42;31,72;29,83;6,78;6,13;4,34
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;580,200;24,42;31,71;29,83;6,79;6,13;4,33
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;580,250;24,42;31,71;29,83;6,79;6,13;4,33
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;580,300;24,42;31,71;29,83;6,78;6,13;4,33
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;580,350;24,42;31,71;29,83;6,79;6,13;4,33
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;580,400;24,42;31,71;29,83;6,78;6,13;4,33
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;580,450;24,42;31,70;29,83;6,78;6,13;4,33
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;580,500;24,42;31,70;29,83;6,78;6,13;4,33
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;580,550;24,43;31,69;29,83;6,78;6,13;4,33
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;580,600;24,43;31,69;29,83;6,78;6,13;4,33
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;580,650;24,43;31,69;29,83;6,78;6,13;4,33
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;580,700;24,43;31,68;29,83;6,78;6,13;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;580,750;24,43;31,68;29,83;6,78;6,13;4,33
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;580,800;24,43;31,68;29,83;6,78;6,13;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;580,850;24,43;31,67;29,83;6,78;6,13;4,33
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;580,900;24,43;31,67;29,83;6,78;6,13;4,33
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;580,950;24,43;31,66;29,83;6,78;6,13;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581,000;24,43;31,66;29,83;6,78;6,12;4,33
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581,050;24,43;31,65;29,83;6,78;6,12;4,33
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581,100;24,44;31,65;29,83;6,78;6,12;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581,150;24,43;31,65;29,83;6,78;6,12;4,33
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581,200;24,44;31,64;29,83;6,77;6,12;4,33
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581,250;24,44;31,64;29,83;6,78;6,12;4,33
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581,300;24,44;31,64;29,83;6,77;6,12;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581,350;24,44;31,63;29,83;6,78;6,12;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581,400;24,44;31,63;29,83;6,77;6,11;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581,450;24,44;31,63;29,83;6,78;6,11;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581,500;24,44;31,63;29,83;6,77;6,11;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581,550;24,44;31,63;29,83;6,77;6,11;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581,600;24,44;31,62;29,82;6,77;6,11;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581,650;24,45;31,62;29,83;6,78;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581,700;24,45;31,62;29,83;6,77;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581,750;24,45;31,62;29,83;6,77;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581,800;24,45;31,62;29,83;6,77;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581,850;24,45;31,62;29,83;6,77;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581,900;24,45;31,61;29,83;6,77;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;581,950;24,45;31,62;29,83;6,77;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;582,000;24,45;31,62;29,83;6,77;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;582,050;24,45;31,62;29,83;6,77;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;582,100;24,45;31,62;29,83;6,77;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;582,150;24,45;31,62;29,83;6,77;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;582,200;24,46;31,62;29,83;6,77;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;582,250;24,46;31,62;29,84;6,77;6,09;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;582,300;24,46;31,63;29,84;6,77;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;582,350;24,46;31,63;29,84;6,76;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;582,400;24,46;31,63;29,84;6,77;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;582,450;24,46;31,63;29,84;6,77;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;582,500;24,46;31,63;29,84;6,77;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;582,550;24,46;31,64;29,84;6,77;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;582,600;24,46;31,64;29,84;6,77;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;582,650;24,46;31,64;29,84;6,76;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;582,700;24,46;31,64;29,84;6,76;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;582,750;24,47;31,64;29,84;6,76;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;582,800;24,47;31,65;29,84;6,77;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;582,850;24,47;31,65;29,84;6,76;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;582,900;24,47;31,66;29,85;6,76;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;582,950;24,47;31,66;29,85;6,76;6,11;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583,000;24,47;31,66;29,85;6,76;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583,050;24,47;31,66;29,85;6,76;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583,100;24,47;31,66;29,85;6,76;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583,150;24,47;31,67;29,85;6,76;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583,200;24,48;31,67;29,86;6,76;6,11;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583,250;24,48;31,67;29,85;6,76;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583,300;24,48;31,67;29,86;6,76;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583,350;24,48;31,67;29,86;6,76;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583,400;24,48;31,67;29,86;6,76;6,11;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583,450;24,48;31,67;29,86;6,76;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583,500;24,48;31,68;29,86;6,76;6,11;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583,550;24,48;31,68;29,86;6,76;6,11;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583,600;24,48;31,68;29,86;6,76;6,11;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583,650;24,49;31,68;29,86;6,76;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583,700;24,49;31,68;29,86;6,76;6,11;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583,750;24,49;31,68;29,86;6,76;6,11;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583,800;24,49;31,68;29,86;6,76;6,11;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583,850;24,49;31,68;29,86;6,75;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583,900;24,49;31,68;29,86;6,75;6,11;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;583,950;24,49;31,68;29,86;6,75;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584,000;24,49;31,68;29,86;6,76;6,11;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584,050;24,49;31,69;29,86;6,76;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584,100;24,49;31,69;29,86;6,76;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584,150;24,50;31,69;29,86;6,76;6,11;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584,200;24,49;31,69;29,86;6,75;6,11;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584,250;24,49;31,69;29,86;6,75;6,10;4,30
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584,300;24,50;31,69;29,86;6,75;6,10;4,30
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584,350;24,50;31,69;29,86;6,75;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584,400;24,50;31,69;29,86;6,75;6,10;4,30
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584,450;24,50;31,69;29,86;6,75;6,11;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584,500;24,50;31,69;29,86;6,75;6,10;4,30
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584,550;24,50;31,69;29,86;6,75;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584,600;24,50;31,69;29,86;6,75;6,10;4,30
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584,650;24,50;31,69;29,86;6,75;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584,700;24,51;31,69;29,86;6,75;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584,750;24,51;31,69;29,86;6,75;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584,800;24,51;31,68;29,86;6,75;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584,850;24,51;31,68;29,86;6,75;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584,900;24,51;31,68;29,86;6,74;6,10;4,30
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584,950;24,51;31,68;29,87;6,75;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;585,000;24,51;31,68;29,87;6,74;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;585,050;24,51;31,68;29,87;6,75;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;585,100;24,51;31,67;29,87;6,75;6,10;4,30
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;585,150;24,51;31,67;29,87;6,74;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;585,200;24,51;31,67;29,87;6,74;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;585,250;24,51;31,67;29,87;6,74;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;585,300;24,52;31,67;29,87;6,74;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;585,350;24,52;31,67;29,87;6,74;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;585,400;24,52;31,67;29,87;6,74;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;585,450;24,52;31,67;29,87;6,74;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;585,500;24,52;31,66;29,87;6,74;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;585,550;24,52;31,66;29,87;6,74;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;585,600;24,52;31,66;29,87;6,74;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;585,650;24,52;31,66;29,87;6,74;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;585,700;24,53;31,66;29,87;6,74;6,10;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;585,750;24,52;31,66;29,87;6,74;6,11;4,31
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;585,800;24,53;31,66;29,87;6,74;6,11;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;585,850;24,53;31,66;29,87;6,74;6,10;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;585,900;24,53;31,66;29,88;6,74;6,11;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;585,950;24,53;31,66;29,88;6,74;6,11;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;586,000;24,53;31,66;29,88;6,74;6,11;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;586,050;24,53;31,66;29,88;6,74;6,11;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;586,100;24,53;31,66;29,87;6,74;6,11;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;586,150;24,53;31,66;29,88;6,73;6,11;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;586,200;24,53;31,67;29,88;6,74;6,11;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;586,250;24,54;31,66;29,88;6,74;6,11;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;586,300;24,53;31,66;29,88;6,74;6,11;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;586,350;24,54;31,67;29,88;6,74;6,11;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;586,400;24,54;31,67;29,88;6,74;6,11;4,32
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;586,450;24,54;31,67;29,88;6,73;6,11;4,33
