"Time (s) Run #1";"Temperature 1, Ch 2 (°C) Run #1";"Temperature 2, Ch 2 (°C) Run #1";"Temperature 3, Ch 2 (°C) Run #1";"Temperature 1, Ch 1 (°C) Run #1";"Temperature 2, Ch 1 (°C) Run #1";"Temperature 3, Ch 1 (°C) Run #1";"Time (s) Run #2";"Temperature 1, Ch 1 (°C) Run #2";"Temperature 2, Ch 1 (°C) Run #2";"Temperature 3, Ch 1 (°C) Run #2";"Force Beam 1 (N) Run #2";"Force Beam 2 (N) Run #2";"Force Beam 3 (N) Run #2";"Force Beam 4 (N) Run #2";"Normal Force (N) Run #2";"Parallel Force (N) Run #2";"Time (s) Run #3";"Temperature 1, Ch 1 (°C) Run #3";"Temperature 2, Ch 1 (°C) Run #3";"Temperature 3, Ch 1 (°C) Run #3";"Force Beam 1 (N) Run #3";"Force Beam 2 (N) Run #3";"Force Beam 3 (N) Run #3";"Force Beam 4 (N) Run #3";"Normal Force (N) Run #3";"Parallel Force (N) Run #3";"Time (s) Run #4";"Temperature 1, Ch 1 (°C) Run #4";"Temperature 2, Ch 1 (°C) Run #4";"Temperature 3, Ch 1 (°C) Run #4";"Force Beam 1 (N) Run #4";"Force Beam 2 (N) Run #4";"Force Beam 3 (N) Run #4";"Force Beam 4 (N) Run #4";"Normal Force (N) Run #4";"Parallel Force (N) Run #4";"Time (s) Run #5";"Temperature 1, Ch 2 (°C) Run #5";"Temperature 2, Ch 2 (°C) Run #5";"Temperature 3, Ch 2 (°C) Run #5";"Temperature 1, Ch 1 (°C) Run #5";"Temperature 2, Ch 1 (°C) Run #5";"Temperature 3, Ch 1 (°C) Run #5";"Time (s) Run #6";"Temperature 1, Ch 2 (°C) Run #6";"Temperature 2, Ch 2 (°C) Run #6";"Temperature 3, Ch 2 (°C) Run #6";"Temperature 1, Ch 1 (°C) Run #6";"Temperature 2, Ch 1 (°C) Run #6";"Temperature 3, Ch 1 (°C) Run #6"
2,350;19,15;20,38;21,91;18,28;20,01;20,43;2,350;19,87;20,20;20,24;-28,31;29,66;-26,95;29,60;3,99;0,06;2,350;17,16;20,06;21,06;-28,37;29,83;-27,01;29,49;3,94;0,02;2,350;12,91;17,75;20,74;-28,31;29,22;-26,95;29,70;3,66;-0,02;;;;;;;;2,350;11,94;18,10;20,23;13,08;19,63;20,37
2,400;19,15;20,39;21,91;18,29;20,01;20,43;2,400;19,87;20,20;20,24;-28,31;29,58;-26,93;29,54;3,88;0,02;2,400;17,16;20,06;21,06;-28,42;29,77;-27,06;29,52;3,81;-0,23;2,400;12,91;17,75;20,74;-28,18;29,14;-27,03;29,68;3,60;-0,02;;;;;;;;2,400;11,94;18,12;20,23;13,08;19,63;20,37
2,450;19,15;20,39;21,92;18,28;20,01;20,43;2,450;19,87;20,20;20,24;-28,31;29,47;-26,93;29,60;3,83;-0,02;2,450;17,16;20,06;21,06;-28,39;29,99;-27,01;29,41;4,00;-0,06;2,450;12,91;17,76;20,73;-28,26;29,22;-26,93;29,68;3,71;0,02;;;;;;;;2,450;11,94;18,13;20,23;13,09;19,63;20,37
2,500;19,15;20,40;21,91;18,28;20,01;20,44;2,500;19,88;20,20;20,24;-28,42;29,58;-26,98;29,62;3,80;-0,06;2,500;17,16;20,06;21,06;-28,50;29,88;-26,90;29,52;4,00;0,06;2,500;12,91;17,75;20,74;-28,31;29,39;-26,95;29,68;3,80;-0,02;;;;;;;;2,500;11,94;18,14;20,23;13,09;19,63;20,37
2,550;19,15;20,42;21,91;18,28;20,01;20,43;2,550;19,87;20,20;20,24;-28,34;29,64;-26,93;29,65;4,02;-0,02;2,550;17,16;20,06;21,06;-28,42;29,86;-27,06;29,38;3,76;0,06;2,550;12,91;17,75;20,73;-28,16;29,25;-26,93;29,57;3,74;0,02;;;;;;;;2,550;11,94;18,15;20,23;13,09;19,63;20,37
2,600;19,15;20,42;21,91;18,29;20,01;20,43;2,600;19,88;20,20;20,24;-28,42;29,69;-26,93;29,62;3,97;0,02;2,600;17,16;20,06;21,06;-28,29;29,72;-26,98;29,46;3,91;0,02;2,600;12,91;17,75;20,73;-28,13;29,36;-26,98;29,70;3,95;-0,15;;;;;;;;2,600;11,94;18,17;20,23;13,09;19,64;20,37
2,650;19,15;20,44;21,91;18,28;20,01;20,43;2,650;19,87;20,20;20,24;-28,34;29,69;-26,93;29,62;4,05;0,02;2,650;17,16;20,06;21,06;-28,37;29,61;-27,01;29,41;3,64;-0,02;2,650;12,91;17,75;20,73;-28,21;29,22;-26,95;29,68;3,74;-0,02;;;;;;;;2,650;11,94;18,18;20,22;13,09;19,63;20,37
2,700;19,15;20,45;21,91;18,28;20,01;20,43;2,700;19,87;20,20;20,25;-28,39;29,50;-27,03;29,57;3,64;0,10;2,700;17,16;20,06;21,06;-28,47;29,66;-27,03;29,41;3,57;-0,02;2,700;12,91;17,75;20,73;-28,10;29,08;-26,98;29,62;3,62;-0,06;;;;;;;;2,700;11,94;18,20;20,22;13,09;19,63;20,37
2,750;19,15;20,46;21,91;18,29;20,01;20,43;2,750;19,88;20,20;20,25;-28,42;29,58;-27,09;29,70;3,78;0,06;2,750;17,16;20,06;21,06;-28,50;29,80;-27,12;29,44;3,62;-0,06;2,750;12,91;17,75;20,73;-28,26;29,17;-27,03;29,78;3,65;-0,02;;;;;;;;2,750;11,94;18,21;20,22;13,09;19,63;20,36
2,800;19,15;20,47;21,91;18,29;20,01;20,43;2,800;19,88;20,20;20,24;-28,34;29,47;-26,98;29,57;3,72;-0,02;2,800;17,16;20,06;21,06;-28,37;29,69;-27,14;29,44;3,62;0,02;2,800;12,91;17,75;20,73;-28,29;29,33;-27,01;29,68;3,71;-0,06;;;;;;;;2,800;11,94;18,23;20,21;13,09;19,63;20,36
2,850;19,15;20,49;21,91;18,28;20,01;20,43;2,850;19,88;20,20;20,24;-28,29;29,44;-26,95;29,62;3,83;0,02;2,850;17,16;20,06;21,06;-28,37;29,72;-26,98;29,46;3,83;-0,02;2,850;12,91;17,75;20,73;-28,26;29,39;-27,01;29,65;3,77;-0,06;;;;;;;;2,850;11,94;18,24;20,21;13,09;19,63;20,36
2,900;19,15;20,51;21,91;18,28;20,01;20,43;2,900;19,88;20,20;20,25;-28,42;29,53;-26,84;29,57;3,83;0,06;2,900;17,16;20,06;21,06;-28,47;29,75;-26,98;29,46;3,76;-0,02;2,900;12,91;17,75;20,73;-28,23;29,28;-27,01;29,81;3,85;-0,10;;;;;;;;2,900;11,94;18,26;20,21;13,09;19,64;20,36
2,950;19,15;20,52;21,91;18,29;20,01;20,43;2,950;19,88;20,20;20,24;-28,39;29,44;-26,79;29,65;3,91;0,06;2,950;17,16;20,06;21,06;-28,42;29,80;-27,06;29,46;3,78;0,02;2,950;12,91;17,75;20,73;-28,29;29,22;-26,98;29,68;3,63;-0,02;;;;;;;;2,950;11,93;18,27;20,20;13,09;19,64;20,36
3,000;19,15;20,54;21,91;18,28;20,01;20,43;3,000;19,88;20,20;20,25;-28,39;29,44;-26,87;29,62;3,80;-0,02;3,000;17,16;20,06;21,06;-28,26;29,69;-27,17;29,36;3,62;0,02;3,000;12,91;17,75;20,73;-28,31;29,25;-26,93;29,73;3,74;-0,02;;;;;;;;3,000;11,94;18,29;20,19;13,09;19,63;20,36
3,050;19,15;20,55;21,90;18,29;20,01;20,43;3,050;19,88;20,21;20,24;-28,26;29,50;-26,90;29,62;3,96;-0,06;3,050;17,16;20,06;21,06;-28,26;29,64;-27,14;29,52;3,75;-0,15;3,050;12,91;17,76;20,72;-28,29;29,14;-26,90;29,78;3,74;-0,02;;;;;;;;3,050;11,94;18,31;20,19;13,09;19,63;20,36
3,100;19,15;20,57;21,90;18,29;20,01;20,43;3,100;19,88;20,21;20,25;-28,42;29,72;-26,82;29,57;4,05;-0,02;3,100;17,16;20,06;21,06;-28,37;29,80;-27,03;29,44;3,84;0,02;3,100;12,91;17,76;20,72;-28,29;29,08;-26,93;29,73;3,60;-0,02;;;;;;;;3,100;11,94;18,33;20,18;13,09;19,63;20,36
3,150;19,15;20,59;21,90;18,28;20,01;20,43;3,150;19,88;20,21;20,24;-28,37;29,66;-26,90;29,54;3,94;-0,02;3,150;17,16;20,06;21,06;-28,47;29,83;-27,09;29,52;3,78;-0,06;3,150;12,91;17,75;20,72;-28,23;29,22;-26,98;29,62;3,63;-0,06;;;;;;;;3,150;11,94;18,34;20,17;13,09;19,63;20,35
3,200;19,15;20,60;21,90;18,29;20,01;20,43;3,200;19,88;20,21;20,25;-28,29;29,58;-27,01;29,65;3,94;0,10;3,200;17,16;20,06;21,06;-28,45;29,50;-27,12;29,46;3,40;-0,02;3,200;12,91;17,75;20,72;-28,34;29,36;-27,06;29,81;3,77;0,06;;;;;;;;3,200;11,94;18,35;20,16;13,09;19,64;20,35
3,250;19,15;20,62;21,90;18,28;20,01;20,43;3,250;19,88;20,21;20,24;-28,45;29,53;-26,98;29,44;3,53;-0,02;3,250;17,16;20,06;21,06;-28,34;29,75;-26,98;29,46;3,89;-0,02;3,250;12,91;17,76;20,72;-28,18;29,25;-26,90;29,76;3,93;-0,02;;;;;;;;3,250;11,93;18,37;20,16;13,09;19,63;20,35
3,300;19,15;20,64;21,90;18,29;20,01;20,42;3,300;19,88;20,21;20,25;-28,31;29,66;-26,95;29,52;3,91;0,06;3,300;17,16;20,06;21,06;-28,47;29,55;-27,14;29,57;3,51;-0,06;3,300;12,91;17,76;20,72;-28,26;29,19;-26,93;29,78;3,79;0,02;;;;;;;;3,300;11,93;18,38;20,15;13,09;19,63;20,35
3,350;19,15;20,66;21,90;18,29;20,01;20,43;3,350;19,88;20,21;20,24;-28,50;29,50;-27,01;29,60;3,59;0,15;3,350;17,16;20,06;21,06;-28,34;29,61;-27,01;29,38;3,64;0,06;3,350;12,91;17,75;20,72;-27,52;29,19;-26,95;29,78;4,50;0,06;;;;;;;;3,350;11,94;18,40;20,14;13,09;19,63;20,35
3,400;19,15;20,68;21,90;18,29;20,01;20,42;3,400;19,88;20,21;20,24;-28,50;29,53;-26,95;29,52;3,59;-0,02;3,400;17,16;20,06;21,06;-28,39;29,69;-27,06;29,57;3,81;0,02;3,400;12,91;17,75;20,72;-28,02;28,48;-26,90;29,11;2,67;-0,06;;;;;;;;3,400;11,93;18,41;20,13;13,09;19,64;20,35
3,450;19,15;20,70;21,90;18,29;20,01;20,42;3,450;19,88;20,21;20,25;-28,34;29,47;-26,95;29,65;3,83;0,06;3,450;17,16;20,06;21,06;-28,34;29,77;-27,12;29,41;3,73;0,02;3,450;12,91;17,75;20,72;-28,47;28,78;-26,95;31,55;4,90;-0,02;;;;;;;;3,450;11,94;18,42;20,11;13,09;19,63;20,34
3,500;19,15;20,72;21,90;18,28;20,01;20,42;3,500;19,88;20,21;20,25;-28,42;29,47;-26,90;29,57;3,72;0,02;3,500;17,16;20,06;21,06;-28,39;29,61;-27,03;29,41;3,59;-0,06;3,500;12,91;17,75;20,72;-28,61;29,44;-27,01;28,90;2,73;-0,06;;;;;;;;3,500;11,94;18,44;20,10;13,09;19,64;20,34
3,550;19,15;20,74;21,89;18,29;20,01;20,42;3,550;19,88;20,21;20,24;-28,37;29,55;-27,09;29,65;3,75;-0,06;3,550;17,16;20,06;21,06;-28,39;29,55;-26,95;29,38;3,59;0,02;3,550;12,91;17,76;20,72;-28,53;30,41;-27,12;28,07;2,84;-0,02;;;;;;;;3,550;11,93;18,45;20,09;13,09;19,64;20,34
3,600;19,15;20,76;21,89;18,29;20,01;20,42;3,600;19,88;20,21;20,25;-28,42;29,55;-26,90;29,73;3,96;0,06;3,600;17,16;20,06;21,06;-28,45;29,69;-27,17;29,52;3,59;0,02;3,600;12,91;17,75;20,72;-28,68;28,20;-27,09;27,56;-0,01;0,06;;;;;;;;3,600;11,94;18,46;20,08;13,09;19,63;20,34
3,650;19,15;20,78;21,89;18,28;20,01;20,41;3,650;19,88;20,21;20,25;-28,47;29,61;-26,95;29,65;3,83;-0,06;3,650;17,16;20,06;21,06;-28,37;29,83;-27,09;29,41;3,78;-0,06;3,650;12,91;17,75;20,72;-28,55;29,94;-26,95;27,43;1,86;-0,10;;;;;;;;3,650;11,93;18,48;20,07;13,09;19,64;20,33
3,700;19,15;20,80;21,89;18,28;20,01;20,40;3,700;19,88;20,21;20,25;-28,37;29,55;-26,90;29,62;3,91;-0,02;3,700;17,16;20,06;21,06;-28,47;29,77;-27,03;29,54;3,81;-0,10;3,700;12,92;17,76;20,72;-28,61;29,14;-26,87;27,91;1,57;-0,10;;;;;;;;3,700;11,94;18,49;20,05;13,09;19,64;20,33
3,750;19,15;20,82;21,89;18,29;20,01;20,40;3,750;19,88;20,21;20,25;-28,42;29,75;-26,90;29,70;4,13;0,06;3,750;17,16;20,05;21,06;-28,39;29,72;-27,12;29,41;3,62;-0,02;3,750;12,91;17,75;20,72;-28,55;28,04;-26,98;29,17;1,67;-0,02;;;;;;;;3,750;11,94;18,50;20,05;13,09;19,63;20,33
3,800;19,15;20,84;21,89;18,28;20,01;20,39;3,800;19,89;20,21;20,25;-28,37;29,55;-27,09;29,60;3,69;0,02;3,800;17,15;20,06;21,06;-28,45;29,80;-27,17;29,44;3,62;-0,10;3,800;12,92;17,75;20,72;-28,23;28,70;-27,09;28,23;1,61;-0,02;;;;;;;;3,800;11,94;18,51;20,03;13,09;19,64;20,32
3,850;19,15;20,86;21,88;18,29;20,01;20,38;3,850;19,89;20,22;20,25;-28,34;29,58;-26,87;29,60;3,96;0,02;3,850;17,16;20,05;21,06;-28,39;29,88;-27,14;29,33;3,68;0,10;3,850;12,91;17,75;20,71;-28,13;28,56;-26,98;28,58;2,03;0,02;;;;;;;;3,850;11,94;18,53;20,02;13,09;19,64;20,32
3,900;19,15;20,88;21,88;18,29;20,01;20,37;3,900;19,89;20,22;20,25;-28,34;29,42;-26,95;29,60;3,72;-0,10;3,900;17,16;20,05;21,06;-28,34;29,77;-27,12;29,54;3,86;0,06;3,900;12,91;17,75;20,72;-28,23;28,67;-27,06;29,11;2,49;-0,06;;;;;;;;3,900;11,94;18,54;20,00;13,08;19,63;20,31
3,950;19,15;20,90;21,88;18,29;20,01;20,36;3,950;19,89;20,22;20,25;-28,31;29,72;-26,84;29,54;4,10;0,10;3,950;17,16;20,05;21,06;-28,39;29,75;-27,01;29,44;3,78;0,06;3,950;12,91;17,75;20,71;-27,49;29,22;-26,98;28,45;3,19;-0,06;;;;;;;;3,950;11,94;18,55;19,99;13,09;19,64;20,31
4,000;19,15;20,92;21,88;18,29;20,01;20,34;4,000;19,89;20,22;20,24;-28,39;29,83;-26,93;29,62;4,13;-0,06;4,000;17,16;20,05;21,05;-28,42;29,86;-27,03;29,49;3,89;0,10;4,000;12,91;17,75;20,71;-28,21;28,92;-26,98;29,06;2,79;-0,02;;;;;;;;4,000;11,94;18,56;19,98;13,09;19,63;20,31
4,050;19,15;20,95;21,88;18,29;20,01;20,33;4,050;19,89;20,22;20,25;-28,29;29,66;-26,87;29,57;4,07;0,02;4,050;17,16;20,05;21,06;-28,42;29,94;-27,06;29,44;3,89;0,06;4,050;12,91;17,75;20,71;-28,47;29,97;-27,06;28,74;3,17;-0,02;;;;;;;;4,050;11,94;18,57;19,96;13,09;19,64;20,31
4,100;19,15;20,97;21,88;18,29;20,01;20,31;4,100;19,89;20,22;20,25;-28,45;29,53;-26,84;29,57;3,80;0,10;4,100;17,16;20,05;21,06;-28,42;29,83;-27,01;29,41;3,81;0,02;4,100;12,91;17,75;20,71;-28,53;29,72;-26,93;29,44;3,70;-0,06;;;;;;;;4,100;11,94;18,58;19,95;13,09;19,64;20,30
4,150;19,15;20,99;21,87;18,28;20,01;20,30;4,150;19,89;20,22;20,25;-28,31;29,58;-26,95;29,49;3,80;0,06;4,150;17,16;20,05;21,06;-28,45;29,77;-27,06;29,41;3,68;0,15;4,150;12,91;17,75;20,71;-28,05;29,61;-27,03;28,98;3,51;0,02;;;;;;;;4,150;11,94;18,59;19,94;13,09;19,64;20,30
4,200;19,15;21,01;21,87;18,29;20,01;20,28;4,200;19,89;20,22;20,25;-28,42;29,50;-26,93;29,57;3,72;0,06;4,200;17,16;20,05;21,06;-28,42;29,58;-27,03;29,49;3,62;-0,02;4,200;12,91;17,75;20,71;-26,46;29,61;-26,95;29,41;5,60;-0,06;;;;;;;;4,200;11,94;18,60;19,92;13,09;19,64;20,30
4,250;19,15;21,03;21,87;18,29;20,01;20,26;4,250;19,89;20,22;20,25;-27,92;29,61;-26,82;29,70;4,58;0,02;4,250;17,16;20,05;21,06;-28,39;29,77;-27,03;29,54;3,89;-0,06;4,250;12,92;17,75;20,71;-26,97;28,86;-27,06;29,25;4,09;-0,81;;;;;;;;4,250;11,94;18,61;19,90;13,09;19,64;20,29
4,300;19,15;21,05;21,87;18,28;20,01;20,23;4,300;19,89;20,22;20,25;-28,26;29,61;-26,84;29,62;4,13;0,06;4,300;17,16;20,05;21,06;-28,55;29,80;-27,01;29,52;3,76;0,02;4,300;12,91;17,75;20,71;-27,52;29,91;-26,98;29,49;4,90;-0,48;;;;;;;;4,300;11,94;18,62;19,89;13,09;19,63;20,29
4,350;19,15;21,07;21,86;18,29;20,01;20,22;4,350;19,89;20,22;20,25;-28,45;29,64;-26,95;29,52;3,75;0,02;4,350;17,16;20,05;21,06;-28,37;29,61;-27,01;29,46;3,70;0,06;4,350;12,92;17,75;20,71;-27,63;29,72;-26,84;29,33;4,58;-0,48;;;;;;;;4,350;11,93;18,63;19,88;13,09;19,64;20,28
4,400;19,15;21,10;21,86;18,29;20,01;20,19;4,400;19,89;20,22;20,25;-28,39;29,75;-26,84;29,52;4,02;0,06;4,400;17,16;20,05;21,05;-28,47;29,91;-27,14;29,44;3,73;0,02;4,400;12,91;17,75;20,71;-28,02;29,66;-27,01;29,54;4,18;-0,02;;;;;;;;4,400;11,94;18,64;19,86;13,09;19,64;20,28
4,450;19,15;21,12;21,86;18,29;20,01;20,17;4,450;19,89;20,22;20,25;-28,47;29,64;-26,87;29,65;3,94;0,02;4,450;17,16;20,05;21,05;-28,42;29,58;-26,95;29,49;3,70;0,02;4,450;12,91;17,75;20,71;-27,94;29,25;-26,93;30,10;4,48;-0,10;;;;;;;;4,450;11,94;18,65;19,85;13,09;19,63;20,27
4,500;19,15;21,14;21,86;18,29;20,01;20,14;4,500;19,89;20,22;20,25;-28,55;29,75;-26,98;29,46;3,68;0,06;4,500;17,16;20,05;21,06;-28,39;29,64;-27,01;29,41;3,64;-0,02;4,500;12,91;17,75;20,70;-28,66;29,28;-27,09;29,86;3,39;-0,10;;;;;;;;4,500;11,94;18,66;19,83;13,09;19,64;20,27
4,550;19,15;21,16;21,86;18,28;20,01;20,11;4,550;19,89;20,22;20,25;-28,39;29,58;-26,90;29,65;3,94;0,02;4,550;17,16;20,05;21,06;-28,34;29,77;-27,06;29,46;3,83;-0,02;4,550;12,91;17,75;20,71;-28,74;29,91;-26,95;29,36;3,58;-0,06;;;;;;;;4,550;11,94;18,67;19,82;13,09;19,64;20,27
4,600;19,15;21,18;21,85;18,28;20,01;20,08;4,600;19,89;20,22;20,25;-28,29;29,64;-26,76;29,46;4,05;-0,02;4,600;17,16;20,05;21,06;-28,47;29,77;-27,01;29,52;3,81;-0,06;4,600;12,91;17,75;20,71;-28,58;28,95;-27,09;29,97;3,25;-0,02;;;;;;;;4,600;11,93;18,68;19,80;13,09;19,63;20,26
4,650;19,15;21,21;21,85;18,29;20,01;20,05;4,650;19,89;20,22;20,25;-28,45;29,58;-26,87;29,62;3,89;-0,02;4,650;17,15;20,05;21,06;-28,39;29,86;-27,17;29,46;3,76;0,06;4,650;12,92;17,75;20,70;-28,68;29,72;-26,87;29,84;4,00;-0,02;;;;;;;;4,650;11,93;18,69;19,78;13,09;19,64;20,25
4,700;19,15;21,23;21,85;18,29;20,01;20,02;4,700;19,89;20,22;20,25;-28,26;29,61;-27,01;29,60;3,94;0,02;4,700;17,15;20,05;21,06;-28,37;29,50;-27,12;29,44;3,45;-0,02;4,700;12,91;17,75;20,70;-28,76;29,36;-27,01;28,90;2,49;-0,06;;;;;;;;4,700;11,94;18,70;19,76;13,09;19,64;20,25
4,750;19,15;21,25;21,85;18,29;20,01;19,99;4,750;19,89;20,22;20,25;-28,39;29,53;-26,87;29,70;3,96;-0,02;4,750;17,15;20,05;21,06;-28,39;29,88;-27,09;29,62;4,03;-0,06;4,750;12,91;17,75;20,70;-28,55;29,77;-26,98;29,57;3,81;-0,02;;;;;;;;4,750;11,94;18,71;19,75;13,09;19,63;20,25
4,800;19,15;21,27;21,84;18,29;20,01;19,96;4,800;19,89;20,23;20,25;-28,39;29,53;-26,79;29,46;3,80;-0,02;4,800;17,16;20,05;21,05;-28,34;29,88;-27,14;29,54;3,94;0,06;4,800;12,91;17,75;20,70;-28,29;29,58;-26,90;29,70;4,10;0,10;;;;;;;;4,800;11,94;18,72;19,74;13,09;19,64;20,24
4,850;19,15;21,29;21,85;18,29;20,01;19,92;4,850;19,89;20,22;20,25;-28,42;29,69;-26,93;29,44;3,78;0,02;4,850;17,16;20,05;21,06;-28,39;29,69;-26,98;29,41;3,73;-0,02;4,850;12,92;17,74;20,70;-28,39;29,77;-27,06;29,41;3,73;-0,06;;;;;;;;4,850;11,94;18,73;19,72;13,09;19,63;20,24
4,900;19,15;21,31;21,84;18,28;20,01;19,89;4,900;19,89;20,23;20,25;-28,45;29,72;-26,93;29,52;3,86;0,10;4,900;17,15;20,05;21,05;-28,31;29,80;-27,01;29,44;3,92;-0,02;4,900;12,91;17,74;20,70;-28,66;29,83;-27,03;29,52;3,65;-0,02;;;;;;;;4,900;11,94;18,74;19,71;13,09;19,64;20,23
4,950;19,15;21,33;21,84;18,29;20,01;19,86;4,950;19,89;20,22;20,25;-28,45;29,72;-26,87;29,62;4,02;-0,02;4,950;17,15;20,05;21,06;-28,45;29,86;-27,06;29,44;3,78;0,06;4,950;12,91;17,74;20,70;-28,45;29,61;-27,01;29,78;3,94;-0,10;;;;;;;;4,950;11,94;18,75;19,69;13,09;19,64;20,23
5,000;19,15;21,36;21,84;18,28;20,01;19,83;5,000;19,89;20,22;20,25;-28,39;29,61;-26,95;29,57;3,83;0,06;5,000;17,15;20,05;21,05;-28,42;29,91;-27,12;29,41;3,79;0,06;5,000;12,91;17,74;20,70;-28,55;29,61;-26,98;29,65;3,73;-0,02;;;;;;;;5,000;11,94;18,76;19,67;13,09;19,63;20,22
5,050;19,15;21,38;21,84;18,29;20,01;19,79;5,050;19,89;20,23;20,25;-28,45;29,58;-26,95;29,60;3,78;0,02;5,050;17,15;20,05;21,06;-28,37;29,80;-26,98;29,44;3,89;0,06;5,050;12,91;17,74;20,70;-28,63;29,47;-27,01;29,49;3,32;-0,02;;;;;;;;5,050;11,94;18,77;19,66;13,09;19,63;20,22
5,100;19,15;21,40;21,83;18,29;20,01;19,75;5,100;19,89;20,22;20,25;-28,34;29,61;-26,98;29,70;3,99;0,06;5,100;17,15;20,05;21,06;-28,34;29,75;-26,93;29,54;4,02;-0,19;5,100;12,91;17,74;20,70;-28,47;29,61;-26,98;29,52;3,67;-0,06;;;;;;;;5,100;11,94;18,78;19,64;13,09;19,63;20,21
5,150;19,15;21,42;21,83;18,29;20,01;19,72;5,150;19,89;20,22;20,25;-28,50;29,55;-26,87;29,57;3,75;0,02;5,150;17,16;20,05;21,06;-28,50;30,02;-27,14;29,46;3,84;-0,06;5,150;12,92;17,74;20,70;-28,45;29,66;-27,06;29,52;3,67;-0,06;;;;;;;;5,150;11,94;18,79;19,63;13,09;19,63;20,21
5,200;19,15;21,44;21,83;18,29;20,01;19,68;5,200;19,89;20,22;20,25;-28,45;29,53;-26,90;29,62;3,80;-0,02;5,200;17,15;20,05;21,05;-28,34;29,83;-27,06;29,44;3,86;0,02;5,200;12,91;17,74;20,70;-28,50;29,66;-27,14;29,62;3,64;-0,06;;;;;;;;5,200;11,94;18,80;19,61;13,09;19,63;20,20
5,250;19,15;21,46;21,83;18,29;20,01;19,65;5,250;19,90;20,22;20,25;-28,42;29,53;-26,90;29,57;3,78;-0,02;5,250;17,16;20,05;21,06;-28,42;29,86;-27,06;29,49;3,86;0,06;5,250;12,91;17,74;20,70;-28,37;29,61;-26,95;29,41;3,70;-0,06;;;;;;;;5,250;11,94;18,81;19,59;13,09;19,63;20,19
5,300;19,15;21,48;21,83;18,29;20,01;19,61;5,300;19,90;20,22;20,25;-28,42;29,44;-26,98;29,46;3,51;0,06;5,300;17,15;20,05;21,06;-28,47;29,75;-27,22;29,49;3,54;0,02;5,300;12,91;17,74;20,70;-28,53;29,47;-27,06;29,54;3,43;-0,06;;;;;;;;5,300;11,94;18,82;19,58;13,09;19,63;20,18
5,350;19,15;21,50;21,83;18,28;20,01;19,58;5,350;19,89;20,22;20,25;-28,34;29,69;-26,84;29,73;4,24;-0,02;5,350;17,15;20,05;21,06;-28,45;29,66;-27,17;29,52;3,56;-0,06;5,350;12,91;17,74;20,70;-28,50;29,75;-27,01;29,65;3,89;-0,02;;;;;;;;5,350;11,94;18,83;19,56;13,09;19,63;20,18
5,400;19,15;21,52;21,82;18,29;20,01;19,54;5,400;19,89;20,22;20,25;-28,53;29,64;-26,79;29,60;3,92;-0,02;5,400;17,15;20,05;21,06;-28,39;29,86;-27,06;29,44;3,84;0,06;5,400;12,91;17,74;20,70;-28,55;29,66;-26,90;29,52;3,73;-0,02;;;;;;;;5,400;11,94;18,84;19,55;13,09;19,63;20,16
5,450;19,15;21,54;21,82;18,28;20,01;19,50;5,450;19,90;20,22;20,25;-28,50;29,58;-26,93;29,62;3,78;0,02;5,450;17,15;20,05;21,06;-28,29;29,72;-27,09;29,44;3,78;-0,02;5,450;12,92;17,74;20,70;-28,61;29,69;-26,98;29,62;3,73;-0,02;;;;;;;;5,450;11,94;18,85;19,53;13,09;19,63;20,16
5,500;19,15;21,57;21,82;18,28;20,01;19,47;5,500;19,89;20,22;20,25;-28,23;29,64;-26,87;29,49;4,02;-0,02;5,500;17,16;20,05;21,06;-28,50;29,75;-27,03;29,46;3,68;-0,02;5,500;12,91;17,74;20,70;-28,55;29,69;-26,90;29,54;3,78;-0,10;;;;;;;;5,500;11,94;18,86;19,51;13,09;19,63;20,14
5,550;19,15;21,59;21,82;18,29;20,01;19,43;5,550;19,90;20,23;20,25;-28,31;29,69;-26,93;29,52;3,97;-0,02;5,550;17,15;20,05;21,06;-28,39;29,75;-27,14;29,46;3,67;0,02;5,550;12,92;17,74;20,70;-28,47;29,61;-27,09;29,49;3,54;-0,02;;;;;;;;5,550;11,93;18,87;19,50;13,09;19,63;20,13
5,600;19,15;21,60;21,82;18,29;20,01;19,40;5,600;19,89;20,22;20,25;-28,37;29,69;-26,90;29,60;4,02;0,02;5,600;17,15;20,04;21,06;-28,47;29,88;-26,95;29,38;3,84;0,06;5,600;12,91;17,74;20,70;-28,50;29,75;-27,03;29,62;3,84;-0,02;;;;;;;;5,600;11,94;18,88;19,48;13,09;19,63;20,11
5,650;19,15;21,63;21,81;18,28;20,01;19,36;5,650;19,90;20,22;20,25;-28,34;29,66;-26,90;29,52;3,94;0,02;5,650;17,16;20,04;21,06;-28,37;29,86;-27,03;29,41;3,86;0,06;5,650;12,91;17,74;20,69;-28,42;29,64;-27,01;29,57;3,78;-0,10;;;;;;;;5,650;11,94;18,89;19,47;13,09;19,63;20,09
5,700;19,15;21,65;21,81;18,29;20,01;19,33;5,700;19,90;20,22;20,25;-28,42;29,72;-26,93;29,57;3,94;0,02;5,700;17,15;20,04;21,06;-28,53;29,88;-26,93;29,49;3,92;0,02;5,700;12,92;17,74;20,69;-28,47;29,61;-26,93;29,54;3,75;-0,06;;;;;;;;5,700;11,94;18,90;19,45;13,09;19,63;20,07
